loss_kl,EpLenMean,TimestepsSoFar,ev_tdlam_before,EpThisIter,loss_ent,loss_pol_surr,loss_pol_entpen,EpisodesSoFar,loss_vf_loss,TimeElapsed,EpRewMean
0.009608543,1844.92,323584,0.8343597203493118,2,1.488068,-0.015666611,0.0,190,0.0076417797,1919.5004086494446,0.55
0.007485099,1843.38,327680,0.842353418469429,3,1.5204725,-0.0143171325,0.0,193,0.007446241,1929.5925223827362,0.46
0.008391095,1847.9,331776,0.7775182127952576,2,1.4266999,-0.014279696,0.0,195,0.0068133855,1939.9886474609375,0.48
0.006459459,1874.11,335872,0.8216182291507721,2,1.4624978,-0.012081448,0.0,197,0.007585235,1950.2437279224396,0.48
0.007946526,1888.78,339968,0.8193758130073547,2,1.4818953,-0.015952919,0.0,199,0.0062496765,1960.3446457386017,0.46
0.0065656565,1908.29,344064,0.8585658967494965,2,1.4375713,-0.013511812,0.0,201,0.0068842974,1970.5740315914154,0.41
0.008912604,1922.54,348160,0.7780951112508774,2,1.4715319,-0.014082686,0.0,203,0.007997309,1981.0338797569275,0.4
0.0067012105,1933.78,352256,0.8551477491855621,2,1.4621701,-0.015206354,0.0,205,0.006313415,1991.5150861740112,0.44
0.0093607195,1937.6,356352,0.8466415107250214,2,1.4424353,-0.019210894,0.0,207,0.0068412567,2001.814264535904,0.38
0.007165741,1945.95,360448,0.8440400958061218,2,1.4173799,-0.014812805,0.0,209,0.0053278552,2012.0516924858093,0.36
0.009171355,1952.18,364544,0.7773769050836563,1,1.4156561,-0.015074652,0.0,210,0.00658559,2022.336526632309,0.38
0.008355131,1968.42,368640,0.8282966464757919,2,1.3769029,-0.01397037,0.0,212,0.006591526,2032.8002517223358,0.38
0.008731191,1993.0,372736,0.7698662281036377,2,1.3681324,-0.015142216,0.0,214,0.0039788606,2043.27193069458,0.39
0.006170977,2005.72,376832,0.7180866897106171,1,1.3498963,-0.013992319,0.0,215,0.004641922,2053.7933778762817,0.36
0.008875294,2033.53,380928,0.733302652835846,2,1.3862522,-0.014049787,0.0,217,0.0052832696,2064.0809259414673,0.34
0.007869067,2042.62,385024,0.7838372737169266,1,1.4234096,-0.012993788,0.0,218,0.006251828,2074.3087882995605,0.33
0.0071945502,2072.12,389120,0.7930061966180801,2,1.386546,-0.014660771,0.0,220,0.006692386,2084.543998003006,0.36
0.0071241977,2078.88,393216,0.8167929649353027,2,1.3344352,-0.013923057,0.0,222,0.0051615117,2094.7555553913116,0.48
0.0051072207,2088.82,397312,0.8128136545419693,1,1.3277096,-0.012135081,0.0,223,0.0044414895,2104.8401753902435,0.49
0.0089283865,2087.77,401408,0.7678177356719971,1,1.2827134,-0.012356173,0.0,224,0.003975049,2584.8197367191315,0.53
0.0069007333,2118.32,405504,0.6992479562759399,1,1.2749572,-0.015107279,0.0,225,0.002539845,2596.5468595027924,0.58
0.007968014,2134.67,409600,0.7902622669935226,2,1.29828,-0.014531624,0.0,227,0.0051096813,2606.7724368572235,0.63
0.009768382,2144.24,413696,0.7250675559043884,1,1.3080978,-0.016426664,0.0,228,0.006580158,2617.0126934051514,0.62
0.008134906,2148.05,417792,0.7654807269573212,2,1.2990608,-0.016418258,0.0,230,0.0052899267,2627.267740726471,0.59
0.008042015,2166.94,421888,0.838498905301094,1,1.3364061,-0.0155934,0.0,231,0.0040490767,2637.357885837555,0.6
0.008252612,2175.09,425984,0.7995351701974869,2,1.3668246,-0.015066448,0.0,233,0.0057145767,2647.740102291107,0.68
0.0074518435,2197.06,430080,0.8375442773103714,2,1.4007899,-0.014310242,0.0,235,0.0058521125,2657.988411426544,0.82
0.008192187,2214.03,434176,0.8326419442892075,1,1.2889854,-0.01797741,0.0,236,0.005954779,2668.2864351272583,0.75
